epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8926342129707336,0.30202510952949524,0.001,0.9762796759605408,0.07799036800861359
1,0.9847066402435303,0.05182095244526863,0.001,0.9875156283378601,0.038285210728645325
2,0.9931336045265198,0.027640055865049362,0.001,0.9669163823127747,0.12027554959058762
3,0.9864231944084167,0.056116268038749695,0.001,0.9806491732597351,0.07605598121881485
4,0.9939138293266296,0.022432593628764153,0.001,0.9431959986686707,0.2988198697566986
5,0.9921972751617432,0.028683094307780266,0.001,0.9818976521492004,0.056619178503751755
6,0.9939138293266296,0.0300114955753088,0.001,0.9850187301635742,0.05823913961648941
7,0.9979712963104248,0.006991056725382805,0.001,0.9931336045265198,0.03449193760752678
8,0.9995318055152893,0.004747444298118353,0.001,0.9931336045265198,0.03756331652402878
9,0.9939138293266296,0.032642967998981476,0.001,0.9918851256370544,0.03102688491344452
10,0.9964107275009155,0.019222138449549675,0.001,0.9837703108787537,0.08449201285839081
11,0.9976591467857361,0.007628654595464468,0.001,0.9937577843666077,0.02126472257077694
12,0.9968789219856262,0.018581312149763107,0.001,0.9943820238113403,0.043126560747623444
13,0.9968789219856262,0.01266875397413969,0.001,0.9931336045265198,0.04993767663836479
14,1.0,0.00016448076348751783,0.001,0.9931336045265198,0.05262182652950287
15,0.999843955039978,0.00037586677353829145,0.001,0.9906367063522339,0.05822167173027992
16,1.0,9.793975914362818e-05,0.001,0.9912609457969666,0.07297957688570023
17,1.0,5.267587403068319e-05,0.001,0.9931336045265198,0.06501832604408264
18,1.0,1.166647780337371e-05,0.001,0.9931336045265198,0.06628017127513885
19,1.0,1.9579567378968932e-05,0.000100000005,0.9925093650817871,0.06747512519359589
